Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,,Toshiba,MK2555GSX 250GB,799,28.3,2050,https://hdd.userbenchmark.com/SpeedTest/2698/TOSHIBA-MK2555GSX
HDD,,Seagate,ST3250824AS 250GB,800,28.3,2227,https://hdd.userbenchmark.com/SpeedTest/2131/ST3250824AS
HDD,,Maxtor,6B200M0 204GB,801,28.3,646,https://hdd.userbenchmark.com/SpeedTest/2239/Maxtor-6B200M0
HDD,,Maxtor,6L200M0 200GB,802,28.2,275,https://hdd.userbenchmark.com/SpeedTest/6596/Maxtor-6L200M0
HDD,,Seagate,ST9320325AS 320GB,803,28.2,7871,https://hdd.userbenchmark.com/SpeedTest/2223/ST9320325AS
HDD,,WD,WD3200BMVS-11F9S0 320GB,804,28.1,75,https://hdd.userbenchmark.com/SpeedTest/10626/WDC-WD3200BMVS-11F9S0
HDD,,WD,WD1600AABB-00PUA0 160GB,805,28.1,143,https://hdd.userbenchmark.com/SpeedTest/4532/WDC-WD1600AABB-00PUA0
HDD,WD3200BEVT,WD,Blue 2.5" 320GB (2009),806,28,16368,https://hdd.userbenchmark.com/SpeedTest/2273/WDC-WD3200BEVT-22ZCT0
HDD,,Maxtor,7L250S0 250GB,807,28,332,https://hdd.userbenchmark.com/SpeedTest/5847/Maxtor-7L250S0
HDD,WD2500BEVT,WD,Blue 2.5" 250GB (2009),808,28,7833,https://hdd.userbenchmark.com/SpeedTest/2695/WDC-WD2500BEVT-00ZCT0
HDD,,Hitachi,HDS721616PLAT80 160GB,809,28,122,https://hdd.userbenchmark.com/SpeedTest/6818/Hitachi-HDS721616PLAT80
HDD,,WD,WD2500YS-01SHB1 251GB,810,27.9,1112,https://hdd.userbenchmark.com/SpeedTest/3947/WDC-WD2500YS-01SHB1
HDD,,Maxtor,7L300S0 300GB,811,27.8,171,https://hdd.userbenchmark.com/SpeedTest/2130/Maxtor-7L300S0
HDD,,Maxtor,STM380215A 80GB,812,27.7,198,https://hdd.userbenchmark.com/SpeedTest/10373/MAXTOR-STM380215A
HDD,WD800BEVT,WD,Blue 2.5" 80GB (2009),813,27.7,198,https://hdd.userbenchmark.com/SpeedTest/1891/WDC-WD800BEVT-75ZCT1
HDD,ST9200420AS,Seagate,Momentus 2.5" 200GB,814,27.6,261,https://hdd.userbenchmark.com/SpeedTest/6639/ST9200420AS
HDD,,Maxtor,6B250S0 251GB,815,27.6,195,https://hdd.userbenchmark.com/SpeedTest/3399/Maxtor-6B250S0
HDD,,Seagate,ST312081 2AS 120GB,816,27.6,9,https://hdd.userbenchmark.com/SpeedTest/13081/ST312081-2AS
HDD,,WD,WD2500KS-00MJB0 250GB,817,27.6,4790,https://hdd.userbenchmark.com/SpeedTest/1521/WDC-WD2500KS-00MJB0
HDD,,WD,WD3000JS-60PDB0 300GB,818,27.5,716,https://hdd.userbenchmark.com/SpeedTest/9069/WDC-WD3000JS-60PDB0
HDD,,WD,WD2000JS-00MHB0 200GB,819,27.5,1425,https://hdd.userbenchmark.com/SpeedTest/1235/WDC-WD2000JS-00MHB0
HDD,,Maxtor,6L200M0 204GB,820,27.5,780,https://hdd.userbenchmark.com/SpeedTest/2656/Maxtor-6L200M0
HDD,,Samsung,SP1603C 160GB,821,27.4,173,https://hdd.userbenchmark.com/SpeedTest/11458/SAMSUNG-SP1603C
HDD,,Toshiba,MK4058GSX 400GB,822,27.4,337,https://hdd.userbenchmark.com/SpeedTest/6302/TOSHIBA-MK4058GSX
HDD,,Maxtor,6Y120L0 120GB,823,27.3,8,https://hdd.userbenchmark.com/SpeedTest/9085/Maxtor-6Y120L0
HDD,,Seagate,ST380215A 80GB,824,27.3,422,https://hdd.userbenchmark.com/SpeedTest/2923/ST380215A
HDD,,Maxtor,6Y160M0 160GB,825,27.3,263,https://hdd.userbenchmark.com/SpeedTest/2372/Maxtor-6Y160M0
HDD,,Toshiba,MK3263GSX 320GB,826,27.3,910,https://hdd.userbenchmark.com/SpeedTest/1707/TOSHIBA-MK3263GSX
HDD,,Maxtor,6L100P0 100GB,827,27.2,32,https://hdd.userbenchmark.com/SpeedTest/5231/Maxtor-6L100P0
HDD,,Seagate,ST3802110A 80GB,828,27.2,456,https://hdd.userbenchmark.com/SpeedTest/11154/ST3802110A
HDD,,Maxtor,6L250S0 251GB,829,27.2,560,https://hdd.userbenchmark.com/SpeedTest/1207/Maxtor-6L250S0
HDD,,WD,WD25 00JS-58NCB1 250GB,830,27,8126,https://hdd.userbenchmark.com/SpeedTest/2392/WDC-WD25-00JS-58NCB1
HDD,,Hitachi,HDT725025VLA380 250GB,831,27,2721,https://hdd.userbenchmark.com/SpeedTest/1140/Hitachi-HDT725025VLA380
HDD,,Hitachi,HDT722516DLA380 165GB,832,27,1029,https://hdd.userbenchmark.com/SpeedTest/3422/HDT722516DLA380
HDD,,Seagate,ST3200822AS 200GB,833,27,2229,https://hdd.userbenchmark.com/SpeedTest/1057/ST3200822AS
HDD,,Fujitsu,MHZ2160BH G2 160GB,834,27,916,https://hdd.userbenchmark.com/SpeedTest/4477/FUJITSU-MHZ2160BH-G2
HDD,,Seagate,ST3200826AS 200GB,835,27,818,https://hdd.userbenchmark.com/SpeedTest/7868/ST3200826AS
HDD,,Seagate,ST3200827AS 200GB,836,26.9,1384,https://hdd.userbenchmark.com/SpeedTest/2117/ST3200827AS
HDD,,Seagate,ST9320320AS 320GB,837,26.9,1522,https://hdd.userbenchmark.com/SpeedTest/1647/ST9320320AS
HDD,,Maxtor,6B160M0 164GB,838,26.9,122,https://hdd.userbenchmark.com/SpeedTest/6303/Maxtor-6B160M0
HDD,,Seagate,ST9160310AS 160GB,839,26.8,1092,https://hdd.userbenchmark.com/SpeedTest/1274/ST9160310AS
HDD,,WD,WD3200JB-00KFA0 320GB,840,26.7,214,https://hdd.userbenchmark.com/SpeedTest/932/WDC-WD3200JB-00KFA0
HDD,,Samsung,SP1213C 120GB,841,26.7,367,https://hdd.userbenchmark.com/SpeedTest/5318/SAMSUNG-SP1213C
HDD,,Seagate,ST3500841AS 500GB,842,26.7,272,https://hdd.userbenchmark.com/SpeedTest/1585/ST3500841AS
HDD,,Maxtor,6 L200P0 204GB,843,26.7,16,https://hdd.userbenchmark.com/SpeedTest/3778/Maxtor-6-L200P0
HDD,,WD,WD1600JS-75NCB1 160GB,844,26.6,4309,https://hdd.userbenchmark.com/SpeedTest/1439/WDC-WD1600JS-75NCB1
HDD,,Maxtor,7Y250M0 251GB,845,26.6,318,https://hdd.userbenchmark.com/SpeedTest/3687/Maxtor-7Y250M0
HDD,,Samsung,HD120IJ 120GB,846,26.6,404,https://hdd.userbenchmark.com/SpeedTest/2996/SAMSUNG-HD120IJ
HDD,,Seagate,ST3500641AS 500GB,847,26.6,982,https://hdd.userbenchmark.com/SpeedTest/4005/ST3500641AS
HDD,,Maxtor,6L250M0 251GB,848,26.5,77,https://hdd.userbenchmark.com/SpeedTest/9542/Maxtor-6L250M0
HDD,,Toshiba,MK3263GS 320GB,849,26.5,24,https://hdd.userbenchmark.com/SpeedTest/7948/TOSHIBA-MK3263GS
HDD,,Samsung,HD300LJ 300GB,850,26.4,576,https://hdd.userbenchmark.com/SpeedTest/10568/SAMSUNG-HD300LJ
HDD,,Hitachi,HDT722525DLAT80 250GB,851,26.3,175,https://hdd.userbenchmark.com/SpeedTest/6021/HDT722525DLAT80
HDD,,Toshiba,MK1633GSG 160GB,852,26.3,261,https://hdd.userbenchmark.com/SpeedTest/5563/TOSHIBA-MK1633GSG
HDD,,Samsung,SP1614C 160GB,853,26.3,981,https://hdd.userbenchmark.com/SpeedTest/6801/SAMSUNG-SP1614C
HDD,,Samsung,HD160JJ/P 160GB,854,26.3,1259,https://hdd.userbenchmark.com/SpeedTest/2146/SAMSUNG-HD160JJP
HDD,,Toshiba,MK1652GSX 160GB,855,26.2,991,https://hdd.userbenchmark.com/SpeedTest/3060/TOSHIBA-MK1652GSX
HDD,,Hitachi,HTS543232L9SA00 320GB,856,26.2,572,https://hdd.userbenchmark.com/SpeedTest/1414/Hitachi-HTS543232L9SA00
HDD,,Samsung,HM250JI 250GB,857,26.1,504,https://hdd.userbenchmark.com/SpeedTest/3524/SAMSUNG-HM250JI
HDD,,Maxtor,6Y160M0 164GB,858,26.1,477,https://hdd.userbenchmark.com/SpeedTest/9950/Maxtor-6Y160M0
HDD,,Hitachi,HTS543225L9SA00 250GB,859,26.1,500,https://hdd.userbenchmark.com/SpeedTest/9015/Hitachi-HTS543225L9SA00
HDD,WD1600BEVT,WD,Blue 2.5" 160GB (2009),860,26.1,5996,https://hdd.userbenchmark.com/SpeedTest/2327/WDC-WD1600BEVT-22ZCT0
HDD,,Fujitsu,MHZ2320BH G2 320GB,861,26,1496,https://hdd.userbenchmark.com/SpeedTest/3241/FUJITSU-MHZ2320BH-G2
HDD,,Maxtor,6 Y080M0 82GB,862,26,59,https://hdd.userbenchmark.com/SpeedTest/5709/Maxtor-6-Y080M0
HDD,,Seagate,ST3120813AS 120GB,863,25.9,351,https://hdd.userbenchmark.com/SpeedTest/8799/ST3120813AS
HDD,,Fujitsu,MHZ2250BH G2 250GB,864,25.9,759,https://hdd.userbenchmark.com/SpeedTest/2860/FUJITSU-MHZ2250BH-G2
HDD,,Seagate,ST3120213AS 120GB,865,25.9,415,https://hdd.userbenchmark.com/SpeedTest/8435/ST3120213AS
HDD,,Seagate,ST3120827AS 120GB,866,25.9,976,https://hdd.userbenchmark.com/SpeedTest/27/ST3120827AS
HDD,,Samsung,SP0812C 80GB,867,25.9,497,https://hdd.userbenchmark.com/SpeedTest/6580/SAMSUNG-SP0812C
HDD,,Seagate,ST9160827AS 160GB,868,25.8,541,https://hdd.userbenchmark.com/SpeedTest/1284/ST9160827AS
HDD,,WD,WD3000JB-00KFA0 300GB,869,25.8,97,https://hdd.userbenchmark.com/SpeedTest/12574/WDC-WD3000JB-00KFA0
HDD,,Toshiba,MK3252GSX 320GB,870,25.8,1787,https://hdd.userbenchmark.com/SpeedTest/4807/TOSHIBA-MK3252GSX
HDD,,WD,WD400BD-22JMC0 40GB,871,25.7,666,https://hdd.userbenchmark.com/SpeedTest/7189/WDC-WD400BD-22JMC0
HDD,,Hitachi,HTS543216L9SA00 160GB,872,25.7,742,https://hdd.userbenchmark.com/SpeedTest/2975/Hitachi-HTS543216L9SA00
HDD,,Seagate,ST380819AS 80GB,873,25.7,453,https://hdd.userbenchmark.com/SpeedTest/5233/ST380819AS
HDD,,Maxtor,6Y120M0 123GB,874,25.6,428,https://hdd.userbenchmark.com/SpeedTest/4197/Maxtor-6Y120M0
HDD,,Seagate,ST3120811AS 120GB,875,25.6,244,https://hdd.userbenchmark.com/SpeedTest/1497/ST3120811AS
HDD,,Hitachi,HDS725050KLA360 500GB,876,25.6,2324,https://hdd.userbenchmark.com/SpeedTest/5034/HDS725050KLA360
HDD,,Hitachi,HTS722016K9SA00 160GB,877,25.6,183,https://hdd.userbenchmark.com/SpeedTest/4166/HITACHI-HTS722016K9SA00
HDD,,Samsung,HM160HC 160GB,878,25.5,90,https://hdd.userbenchmark.com/SpeedTest/5384/SAMSUNG-HM160HC
HDD,,Hitachi,HDS725050KLAT80 500GB,879,25.5,63,https://hdd.userbenchmark.com/SpeedTest/4136/HDS725050KLAT80
HDD,,Seagate,ST9160823AS 160GB,880,25.5,277,https://hdd.userbenchmark.com/SpeedTest/4557/ST9160823AS
HDD,,WD,WD2000JD-00HBB0 200GB,881,25.4,1253,https://hdd.userbenchmark.com/SpeedTest/1208/WDC-WD2000JD-00HBB0
HDD,,Hitachi,HDS722512VLSA80 124GB,882,25.4,51,https://hdd.userbenchmark.com/SpeedTest/4756/HDS722512VLSA80
HDD,,Samsung,HM160HI 160GB,883,25.4,1748,https://hdd.userbenchmark.com/SpeedTest/1443/SAMSUNG-HM160HI
HDD,,Samsung,SP2004C 200GB,884,25.4,2140,https://hdd.userbenchmark.com/SpeedTest/3536/SAMSUNG-SP2004C
HDD,,Seagate,ST9250827AS 250GB,885,25.3,1528,https://hdd.userbenchmark.com/SpeedTest/3497/ST9250827AS
HDD,,Maxtor,6L080M0 80GB,886,25.3,238,https://hdd.userbenchmark.com/SpeedTest/1731/Maxtor-6L080M0
HDD,,Maxtor,6L160P0 164GB,887,25.3,352,https://hdd.userbenchmark.com/SpeedTest/5287/Maxtor-6L160P0
HDD,,Samsung,SP1213N 120GB,888,25.2,77,https://hdd.userbenchmark.com/SpeedTest/1600/SAMSUNG-SP1213N
HDD,,Samsung,HD080HJ/P 80GB,889,25.2,1251,https://hdd.userbenchmark.com/SpeedTest/2558/SAMSUNG-HD080HJP
HDD,,Seagate,ST3160827AS 160GB,890,25.2,1121,https://hdd.userbenchmark.com/SpeedTest/2026/ST3160827AS
HDD,,Seagate,ST9120823AS 120GB,891,25.2,154,https://hdd.userbenchmark.com/SpeedTest/1667/ST9120823AS
HDD,,Seagate,ST380817AS 80GB,892,25.1,1089,https://hdd.userbenchmark.com/SpeedTest/4251/ST380817AS
HDD,,WD,WD2500JB-00REA0 250GB,893,25.1,814,https://hdd.userbenchmark.com/SpeedTest/678/WDC-WD2500JB-00REA0
HDD,,Maxtor,6L080M0 82GB,894,25,148,https://hdd.userbenchmark.com/SpeedTest/3878/Maxtor-6L080M0
HDD,,Hitachi,HDT722516DLAT80 165GB,895,25,139,https://hdd.userbenchmark.com/SpeedTest/3500/HDT722516DLAT80
HDD,,WD,WD1600JB-00GVC0 160GB,896,25,650,https://hdd.userbenchmark.com/SpeedTest/4380/WDC-WD1600JB-00GVC0
HDD,,Maxtor,6Y080M0 82GB,897,25,418,https://hdd.userbenchmark.com/SpeedTest/2523/Maxtor-6Y080M0
HDD,,Toshiba,MK1655GSX 160GB,898,24.9,704,https://hdd.userbenchmark.com/SpeedTest/1628/TOSHIBA-MK1655GSX
HDD,,WD,WD2000JB-00GVA0 200GB,899,24.8,392,https://hdd.userbenchmark.com/SpeedTest/6220/WDC-WD2000JB-00GVA0
HDD,,WD,WD2500BB-98DWA0 250GB,900,24.8,204,https://hdd.userbenchmark.com/SpeedTest/294/WDC-WD2500BB-98DWA0
HDD,,Hitachi,HDS722516VLSA80 165GB,901,24.8,321,https://hdd.userbenchmark.com/SpeedTest/1980/HDS722516VLSA80
HDD,,Maxtor,6L300R0 300GB,902,24.8,191,https://hdd.userbenchmark.com/SpeedTest/4620/Maxtor-6L300R0
HDD,,Seagate,ST340014AS 40GB,903,24.8,556,https://hdd.userbenchmark.com/SpeedTest/4925/ST340014AS
HDD,,Seagate,ST3160023AS 160GB,904,24.7,2739,https://hdd.userbenchmark.com/SpeedTest/2396/ST3160023AS
HDD,,Seagate,ST980813AS 80GB,905,24.7,131,https://hdd.userbenchmark.com/SpeedTest/1190/ST980813AS
HDD,,WD,WD1200JD-00HBC0 120GB,906,24.7,657,https://hdd.userbenchmark.com/SpeedTest/3615/WDC-WD1200JD-00HBC0
HDD,,Hitachi,HDS728080PLA380 80GB,907,24.7,613,https://hdd.userbenchmark.com/SpeedTest/4994/HDS728080PLA380
HDD,,Samsung,SP1614N 160GB,908,24.6,155,https://hdd.userbenchmark.com/SpeedTest/12600/SAMSUNG-SP1614N
HDD,,Samsung,HD160JJ 160GB,909,24.6,3142,https://hdd.userbenchmark.com/SpeedTest/3475/SAMSUNG-HD160JJ
HDD,,WD,WD2500JD-00HBB0 250GB,910,24.5,1636,https://hdd.userbenchmark.com/SpeedTest/3022/WDC-WD2500JD-00HBB0
HDD,,WD,WD1600JD-22HBB0 160GB,911,24.5,1514,https://hdd.userbenchmark.com/SpeedTest/233/WDC-WD1600JD-22HBB0
HDD,,Hitachi,HDS722580VLSA80 82GB,912,24.5,145,https://hdd.userbenchmark.com/SpeedTest/7444/HDS722580VLSA80
HDD,,Samsung,HD080HJ 80GB,913,24.4,2374,https://hdd.userbenchmark.com/SpeedTest/810/SAMSUNG-HD080HJ
HDD,,Seagate,ST3120211AS 120GB,914,24.4,73,https://hdd.userbenchmark.com/SpeedTest/1804/ST3120211AS
HDD,,Samsung,SP1604N 160GB,915,24.4,223,https://hdd.userbenchmark.com/SpeedTest/3596/SAMSUNG-SP1604N
HDD,,Seagate,ST3120814A 120GB,916,24.4,106,https://hdd.userbenchmark.com/SpeedTest/2132/ST3120814A
HDD,,Samsung,SP2014N 200GB,917,24.4,246,https://hdd.userbenchmark.com/SpeedTest/4945/SAMSUNG-SP2014N
HDD,,Seagate,ST380013AS 80GB,918,24.4,1559,https://hdd.userbenchmark.com/SpeedTest/2648/ST380013AS
HDD,,Maxtor,6B200P0 204GB,919,24.4,147,https://hdd.userbenchmark.com/SpeedTest/6815/Maxtor-6B200P0
HDD,,WD,WD800JB-00JJC0 80GB,920,24.3,768,https://hdd.userbenchmark.com/SpeedTest/70/WDC-WD800JB-00JJC0
HDD,,Toshiba,MK2552GSX 250GB,921,24.1,1147,https://hdd.userbenchmark.com/SpeedTest/200/TOSHIBA-MK2552GSX
HDD,,Hitachi,HTS543232L9A300 320GB,922,24.1,1771,https://hdd.userbenchmark.com/SpeedTest/1887/Hitachi-HTS543232L9A300
HDD,,Maxtor,7Y250P0 251GB,923,24.1,53,https://hdd.userbenchmark.com/SpeedTest/4982/Maxtor-7Y250P0
HDD,,Maxtor,6 Y160P0 164GB,924,24,273,https://hdd.userbenchmark.com/SpeedTest/2357/Maxtor-6-Y160P0
HDD,,WD,WD1200JB-00EVA0 120GB,925,23.9,430,https://hdd.userbenchmark.com/SpeedTest/2471/WDC-WD1200JB-00EVA0
HDD,,WD,WD800JD-75MSA3 80GB,926,23.9,11709,https://hdd.userbenchmark.com/SpeedTest/2331/WDC-WD800JD-75MSA3
HDD,,Toshiba,MK2546GSX_200 200GB,927,23.9,79,https://hdd.userbenchmark.com/SpeedTest/3937/TOSHIBA-MK2546GSX-200
HDD,,Samsung,SP0842N 80GB,928,23.8,378,https://hdd.userbenchmark.com/SpeedTest/5511/SAMSUNG-SP0842N
HDD,,Hitachi,HTS545016B9A300 160GB,929,23.8,1486,https://hdd.userbenchmark.com/SpeedTest/4712/Hitachi-HTS545016B9A300
HDD,,Hitachi,HDS728080PLA380 82GB,930,23.8,1245,https://hdd.userbenchmark.com/SpeedTest/1187/HDS728080PLA380
HDD,,Hitachi,HDS728040PLA320 40GB,931,23.8,50,https://hdd.userbenchmark.com/SpeedTest/5170/HDS728040PLA320
HDD,,Hitachi,HDS724040KLSA80 400GB,932,23.7,305,https://hdd.userbenchmark.com/SpeedTest/6426/HDS724040KLSA80
HDD,,WD,WD2500BEVS-22UST0 250GB,933,23.7,4143,https://hdd.userbenchmark.com/SpeedTest/3263/WDC-WD2500BEVS-22UST0
HDD,,Hitachi,HDS728080PLAT20 82GB,934,23.7,955,https://hdd.userbenchmark.com/SpeedTest/2913/HDS728080PLAT20
HDD,,Maxtor,6E040L0 41GB,935,23.7,390,https://hdd.userbenchmark.com/SpeedTest/769/Maxtor-6E040L0
HDD,,Fujitsu,MHW2160BJ FFS G2 160GB,936,23.7,41,https://hdd.userbenchmark.com/SpeedTest/4184/FUJITSU-MHW2160BJ-FFS-G2
HDD,,,IC35L120AVV207-1 124GB,937,23.6,38,https://hdd.userbenchmark.com/SpeedTest/2982/IC35L120AVV207-1
HDD,,Excelstor,Technology J880 82GB,938,23.5,152,https://hdd.userbenchmark.com/SpeedTest/5162/ExcelStor-Technology-J880
HDD,,WD,WD1200BB-00RDA0 120GB,939,23.5,215,https://hdd.userbenchmark.com/SpeedTest/10238/WDC-WD1200BB-00RDA0
HDD,,Toshiba,MK2546GSX 250GB,940,23.5,530,https://hdd.userbenchmark.com/SpeedTest/4487/TOSHIBA-MK2546GSX
HDD,,WD,WD800BD-22MRA1 80GB,941,23.5,1552,https://hdd.userbenchmark.com/SpeedTest/5953/WDC-WD800BD-22MRA1
HDD,,Samsung,SP0802N 80GB,942,23.5,423,https://hdd.userbenchmark.com/SpeedTest/2601/SAMSUNG-SP0802N
HDD,,Maxtor,6Y080P0 82GB,943,23.4,202,https://hdd.userbenchmark.com/SpeedTest/3815/Maxtor-6Y080P0
HDD,,Hitachi,HTS543225L9A300 250GB,944,23.4,2040,https://hdd.userbenchmark.com/SpeedTest/2281/Hitachi-HTS543225L9A300
HDD,,WD,WD1600BB-22GUC0 160GB,945,23.3,537,https://hdd.userbenchmark.com/SpeedTest/12099/WDC-WD1600BB-22GUC0
HDD,,Hitachi,HTS543216L9A300 160GB,946,23.3,1496,https://hdd.userbenchmark.com/SpeedTest/1763/Hitachi-HTS543216L9A300
HDD,,Fujitsu,MHY2250BH 250GB,947,23.2,563,https://hdd.userbenchmark.com/SpeedTest/5732/FUJITSU-MHY2250BH
HDD,,Hitachi,HTS542512K9SA00 120GB,948,23.2,854,https://hdd.userbenchmark.com/SpeedTest/1928/Hitachi-HTS542512K9SA00
HDD,,Samsung,SP0411C 40GB,949,23.2,165,https://hdd.userbenchmark.com/SpeedTest/6293/SAMSUNG-SP0411C
HDD,,Samsung,HD300LD 300GB,950,23.1,114,https://hdd.userbenchmark.com/SpeedTest/1871/SAMSUNG-HD300LD
HDD,,Seagate,ST3120026AS 120GB,951,23.1,1440,https://hdd.userbenchmark.com/SpeedTest/508/ST3120026AS
HDD,,Maxtor,6L200R0 204GB,952,23.1,45,https://hdd.userbenchmark.com/SpeedTest/4436/Maxtor-6L200R0
HDD,,WD,WD800JB-00ETA0 80GB,953,23,133,https://hdd.userbenchmark.com/SpeedTest/3829/WDC-WD800JB-00ETA0
HDD,,Maxtor,6 Y120P0 123GB,954,23,7,https://hdd.userbenchmark.com/SpeedTest/4430/Maxtor-6-Y120P0
HDD,,Hitachi,HTS542525K9SA00 250GB,955,22.9,1572,https://hdd.userbenchmark.com/SpeedTest/487/Hitachi-HTS542525K9SA00
HDD,,Maxtor,6Y080L0 82GB,956,22.8,809,https://hdd.userbenchmark.com/SpeedTest/933/Maxtor-6Y080L0
HDD,,Seagate,ST3160023A 160GB,957,22.8,291,https://hdd.userbenchmark.com/SpeedTest/5944/ST3160023A
HDD,,Samsung,SP0812N 80GB,958,22.7,106,https://hdd.userbenchmark.com/SpeedTest/7242/SAMSUNG-SP0812N
HDD,,Hitachi,HTS722012K9SA00 120GB,959,22.7,56,https://hdd.userbenchmark.com/SpeedTest/3793/Hitachi-HTS722012K9SA00
HDD,,Samsung,SP0822N 80GB,960,22.6,171,https://hdd.userbenchmark.com/SpeedTest/2110/SAMSUNG-SP0822N
HDD,,Maxtor,6L160P0 160GB,961,22.4,32,https://hdd.userbenchmark.com/SpeedTest/6841/Maxtor-6L160P0
HDD,,Maxtor,6Y120L0 123GB,962,22.4,320,https://hdd.userbenchmark.com/SpeedTest/1790/Maxtor-6Y120L0
HDD,,WD,WD400BB-60DGA0 40GB,963,22.2,494,https://hdd.userbenchmark.com/SpeedTest/5256/WDC-WD400BB-60DGA0
HDD,,Seagate,ST3160021A 160GB,964,22,583,https://hdd.userbenchmark.com/SpeedTest/6402/ST3160021A
HDD,,Hitachi,HTS543212L9A300 120GB,965,22,141,https://hdd.userbenchmark.com/SpeedTest/266/Hitachi-HTS543212L9A300
HDD,,WD,WD400JB-00FMA0 40GB,966,21.9,72,https://hdd.userbenchmark.com/SpeedTest/3602/WDC-WD400JB-00FMA0
HDD,,Seagate,ST3120022A 120GB,967,21.9,648,https://hdd.userbenchmark.com/SpeedTest/2299/ST3120022A
HDD,,Seagate,ST340014A 40GB,968,21.8,571,https://hdd.userbenchmark.com/SpeedTest/1817/ST340014A
HDD,,Fujitsu,MHZ2120B 120GB,969,21.5,5,https://hdd.userbenchmark.com/SpeedTest/5860/FUJITSU-MHZ2120B
HDD,,Samsung,SP0411N 40GB,970,21.5,272,https://hdd.userbenchmark.com/SpeedTest/6089/SAMSUNG-SP0411N
HDD,,Fujitsu,MHY2120BH 120GB,971,21.3,621,https://hdd.userbenchmark.com/SpeedTest/10510/FUJITSU-MHY2120BH
HDD,,WD,WD1600BEVE-00WZT0 160GB,972,21.3,31,https://hdd.userbenchmark.com/SpeedTest/10531/WDC-WD1600BEVE-00WZT0
HDD,,Maxtor,6Y060L0 61GB,973,21.3,119,https://hdd.userbenchmark.com/SpeedTest/3853/Maxtor-6Y060L0
HDD,,WD,WD800BB-88JHC0 80GB,974,21.2,1691,https://hdd.userbenchmark.com/SpeedTest/1308/WDC-WD800BB-88JHC0
HDD,,Seagate,ST380023AS 80GB,975,21,36,https://hdd.userbenchmark.com/SpeedTest/6282/ST380023AS
HDD,,Fujitsu,MHY2160BH 160GB,976,20.9,500,https://hdd.userbenchmark.com/SpeedTest/4449/FUJITSU-MHY2160BH
HDD,,Hitachi,HTS542516K9SA00 160GB,977,20.9,1184,https://hdd.userbenchmark.com/SpeedTest/2771/Hitachi-HTS542516K9SA00
HDD,,Seagate,ST910021AS 100GB,978,20.7,122,https://hdd.userbenchmark.com/SpeedTest/11880/ST910021AS
HDD,,Seagate,ST380011A 80GB,979,20.6,1678,https://hdd.userbenchmark.com/SpeedTest/1697/ST380011A
HDD,,Fujitsu,MHY2200BH 200GB,980,20.6,467,https://hdd.userbenchmark.com/SpeedTest/1960/FUJITSU-MHY2200BH
HDD,,Hitachi,HTS721010G9SA00 100GB,981,20.5,109,https://hdd.userbenchmark.com/SpeedTest/5680/HTS721010G9SA00
HDD,,WD,WD1600BEVS-22UST0 160GB,982,20.5,2438,https://hdd.userbenchmark.com/SpeedTest/3126/WDC-WD1600BEVS-22UST0
HDD,,Toshiba,MK1646GSX 160GB,983,20.5,382,https://hdd.userbenchmark.com/SpeedTest/5350/TOSHIBA-MK1646GSX
HDD,,WD,WD800BEVS-22RST0 80GB,984,20.4,633,https://hdd.userbenchmark.com/SpeedTest/3519/WDC-WD800BEVS-22RST0
HDD,,WD,WD1200BEVS-60UST0 120GB,985,20.4,1693,https://hdd.userbenchmark.com/SpeedTest/3682/WDC-WD1200BEVS-60UST0
HDD,,Toshiba,MK8037GSX 80GB,986,19.2,350,https://hdd.userbenchmark.com/SpeedTest/1841/TOSHIBA-MK8037GSX
HDD,,Toshiba,MK1637GSX 160GB,987,19.2,796,https://hdd.userbenchmark.com/SpeedTest/4513/TOSHIBA-MK1637GSX
HDD,,Hitachi,HTS541680J9SA00 80GB,988,19.1,899,https://hdd.userbenchmark.com/SpeedTest/2399/Hitachi-HTS541680J9SA00
HDD,,Seagate,ST980811AS 80GB,989,18.7,869,https://hdd.userbenchmark.com/SpeedTest/1970/ST980811AS
HDD,,Seagate,ST3120023A 120GB,990,18.6,88,https://hdd.userbenchmark.com/SpeedTest/6505/ST3120023A
HDD,,Fujitsu,MHW2120BH 120GB,991,18.6,799,https://hdd.userbenchmark.com/SpeedTest/3831/FUJITSU-MHW2120BH
HDD,,Hitachi,HDS722580VLAT20 61GB,992,18.5,17,https://hdd.userbenchmark.com/SpeedTest/3589/HDS722580VLAT20
HDD,,Hitachi,HTS542580K9SA00 80GB,993,18.5,308,https://hdd.userbenchmark.com/SpeedTest/7089/Hitachi-HTS542580K9SA00
HDD,,Seagate,ST9120822AS 120GB,994,18.2,967,https://hdd.userbenchmark.com/SpeedTest/5319/ST9120822AS
HDD,,WD,WD600BB-75CAA0 60GB,995,17.8,57,https://hdd.userbenchmark.com/SpeedTest/6010/WDC-WD600BB-75CAA0
HDD,,Fujitsu,MHW2080BH 80GB,996,17.6,156,https://hdd.userbenchmark.com/SpeedTest/6989/FUJITSU-MHW2080BH
HDD,,Hitachi,HTS541616J9SA00 160GB,997,17.6,1216,https://hdd.userbenchmark.com/SpeedTest/4013/Hitachi-HTS541616J9SA00
HDD,,Fujitsu,MHV2120BH PL 120GB,998,17.5,350,https://hdd.userbenchmark.com/SpeedTest/1025/FUJITSU-MHV2120BH-PL
