Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,ASX6000NP-128GT-C,Adata,XPG SX6000 NVMe PCIe M.2 128GB,145,114,2916,https://ssd.userbenchmark.com/SpeedTest/391493/ADATA-SX6000NP
SSD,MZ-76P512B,Samsung,860 Pro 512GB,146,114,2427,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB
SSD,SA1000M8/240G,Kingston,A1000 NVMe PCIe M.2 240GB,147,114,6811,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G
SSD,MZ-75E500B,Samsung,850 Evo 500GB,148,113,318848,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477
SSD,MZ-75E1T0B,Samsung,850 Evo 1TB,149,113,58475,https://ssd.userbenchmark.com/Samsung-850-Evo-1TB/Rating/3576
SSD,PX-128M8SeY,Plextor,M8Se NVMe PCIe M.2 128GB,150,113,129,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeG,Plextor,M8Se NVMe PCIe M.2 128GB,150,113,129,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeGN,Plextor,M8Se NVMe PCIe M.2 128GB,150,113,129,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,MKNP44SC240GB,Mushkin,Scorpion Deluxe PCIe 240GB,151,113,44,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe
SSD,MZ-76E4T0B,Samsung,860 Evo 4TB,152,112,412,https://ssd.userbenchmark.com/SpeedTest/440150/Samsung-SSD-860-EVO-4TB
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,153,111,168,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800
SSD,CT1000MX500SSD1,Crucial,MX500 1TB,154,110,16006,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1
SSD,MZ-76P256BW,Samsung,860 Pro 256GB,155,110,2195,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950
SSD,ASX7000NP-256GT-C,Adata,XPG SX7000 NVMe PCIe M.2 256GB,156,110,818,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP
SSD,,Toshiba, THNSN5256GPUK NVMe PCIe M.2 256GB,157,109,10264,https://ssd.userbenchmark.com/SpeedTest/202063/THNSN5256GPUK-TOSHIBA
SSD,GP-GSM2NE8256GNTD,Gigabyte,NVMe PCIe M.2 256GB,158,109,350,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD
SSD,CT500MX500SSD1,Crucial,MX500 500GB,159,109,35528,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1
SSD,MZHPU128HCGM,Samsung,XP941 PCIe M.2 128GB,160,108,547,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000
SSD,SSDSC2KW512G8,Intel,545s Series 512GB,161,107,2481,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,162,107,2064,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1
SSD,MZ-7KE2T0BW,Samsung,850 Pro 2TB,163,107,1013,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB
SSD,MKNP44SC480GB,Mushkin,Scorpion Deluxe PCIe 480GB,164,107,63,https://ssd.userbenchmark.com/SpeedTest/11924/Mushkin-Scorpion-Deluxe
SSD,MZ-75E250B,Samsung,850 Evo 250GB,165,106,424167,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977
SSD,MZ-7KE1T0BW,Samsung,850 Pro 1TB,166,106,10405,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577
SSD,MZ-76Q2T0BW,Samsung,860 QVO 2TB,167,106,238,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-76Q2T0B/AM,Samsung,860 QVO 2TB,167,106,238,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,ASU800SS-1TT-C,Adata,Ultimate SU800 1TB,168,106,2429,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914
SSD,CT250MX500SSD1,Crucial,MX500 250GB,169,105,15531,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951
SSD,SSDPEKKF256G7X1,Intel,Pro 6000p NVMe PCIe M.2 256GB,170,105,2216,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H
SSD,MZ-76E500B,Samsung,860 Evo 500GB,171,105,112397,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB
SSD,MZ-750500BW,Samsung,750 EVO 500GB,172,104,12332,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB
SSD,MZ-7KE256BW,Samsung,850 Pro 256GB,173,104,61320,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385
SSD,MZ-75E4T0B,Samsung,850 Evo 4TB,174,104,303,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB
SSD,MZ-7TE750BW,Samsung,840 Evo 750GB,175,104,1454,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB
SSD,MZ-7TE1T0BW,Samsung,840 Evo 1TB,176,104,11219,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO
SSD,TS256GMTE820,Transcend,MTE820 NVMe PCIe M.2 256GB,177,103,73,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820
SSD,MZ-7KE512BW,Samsung,850 Pro 512GB,178,103,32096,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478
SSD,ASU800SS-512GT-C,Adata,Ultimate SU800 512GB,179,103,4792,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913
SSD,CT480BX300SSD1,Crucial,BX300 480GB,180,102,1438,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947
SSD,WDS100T2B0B,WD,Blue 3D SATA M.2 1TB,181,102,2916,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70
SSD,MZ-7TE500BW,Samsung,840 Evo 500GB,182,102,28023,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB
SSD,MZ-76E250B,Samsung,860 Evo 250GB,183,102,62515,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949
SSD,WDS100T2B0A,WD,Blue 3D 1TB,184,101,4723,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50
SSD,MZ-76E4T0BW,Samsung,860 QVO 4TB,185,101,11,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-76E4T0B/AM,Samsung,860 QVO 4TB,185,101,11,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,SDSSDH3-1T00-G25,SanDisk,Ultra 3D 1TB,186,101,1948,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G
SSD,,Toshiba, THNSN5128GPUK NVMe PCIe M.2 128GB,187,100,594,https://ssd.userbenchmark.com/SpeedTest/335393/NVMe-THNSN5128GPUK-TO
